subsektor;komoditas;provinsi;tahun;kluster;silhouette_score_komoditas;c1_produksi_aktual_terakhir;c2_luas_panen;c3_prediksi_produksi;c4_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;luas_panen;prediksi_produksi_2026;pertumbuhan_produksi_2026;
Hortikultura;Ketimun;Maluku;2026;3;0,389558632;2343,649667;436,7177778;3575,557373;52,56364566;0,001366352;849;29;427,4077778;4345,878418;26,83498037;
Hortikultura;Ketimun;Maluku Utara;2026;1;0,389558632;2692,991333;336,6622222;3914,258057;45,34982004;0,001370799;837;28;859,3122222;9463,730469;19,06046825;
Hortikultura;Ketimun;Nusa Tenggara Barat;2026;1;0,389558632;4791,387;312,5477778;4741,70752;-1,036849674;0,001396392;788;23;418,53;4277,693848;-7,373897845;
Hortikultura;Ketimun;Nusa Tenggara Timur;2026;1;0,389558632;4618,238;418,53;4277,693848;-7,373897845;0,001390237;805;24;280,6911111;3169,487061;100,3720481;
Hortikultura;Ketimun;Papua;2026;3;0,389558632;1581,801;280,6911111;3169,487061;100,3720481;0,001356965;882;32;1655,717778;33135,17578;76,20131747;
Hortikultura;Ketimun;Papua Barat;2026;1;0,389558632;2660,660667;144,7966667;3344,492676;25,70158674;0,001362573;869;30;639,7966667;4256,766113;74,55086446;
Hortikultura;Ketimun;Riau;2026;1;0,389558632;13629,221;1224,124444;12934,28027;-5,098902766;0,001697781;597;9;7082,188889;481738,7188;281,2430295;
Hortikultura;Ketimun;Sulawesi Barat;2026;3;0,389558632;1781,343333;4563,926667;9163,914063;414,4383955;0,001732941;580;8;862,8377778;7514,317871;29,01015712;
Hortikultura;Ketimun;Sulawesi Selatan;2026;1;0,389558632;7948,675667;859,3122222;9463,730469;19,06046825;0,001516773;662;15;769,2655556;9937,099609;-6,766441634;
Hortikultura;Ketimun;Sulawesi Tengah;2026;2;0,389558632;3426,403667;427,4077778;4345,878418;26,83498037;0,001381642;819;25;144,7966667;3344,492676;25,70158674;
Hortikultura;Ketimun;Sulawesi Tenggara;2026;3;0,389558632;2438,696667;639,7966667;4256,766113;74,55086446;0,001378395;827;27;4563,926667;9163,914063;414,4383955;
Hortikultura;Ketimun;Sulawesi Utara;2026;3;0,389558632;2089,708667;321,0922222;3232,668945;54,69471878;0,001359947;874;31;321,0922222;3232,668945;54,69471878;
Hortikultura;Ketimun;Sumatera Barat;2026;1;0,389558632;18805,294;1655,717778;33135,17578;76,20131747;0,00235536;462;5;153,0711111;3169,487061;124,3435163;
Hortikultura;Ketimun;Sumatera Selatan;2026;2;0,389558632;9048,032333;1021,896667;10256,96191;13,36124293;0,001552293;645;14;607,9322222;5984,437012;20,19763297;
Hortikultura;Ketimun;Sumatera Utara;2026;1;0,389558632;26618,76767;2277,955556;31206,55859;17,23517401;0,002522183;438;4;1585,553333;20635,32031;15,2005409;
Perkebunan;Kopi Arabica;Aceh;2026;1;0,523464844;65445;92314,66667;61508,83984;-6,014455125;0,019860312;151;1;92314,66667;61508,83984;-6,014455125;
Perkebunan;Kopi Arabica;Bali;2026;1;0,523464844;3955,333333;11454,66667;3361,308105;-15,01833544;0,002765055;418;7;891,4444444;2866,99707;0;
Perkebunan;Kopi Arabica;Banten;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;20010,55556;9061,643555;3,408005873;
Perkebunan;Kopi Arabica;Bengkulu;2026;1;0,523464844;533,3333333;1158,222222;1742,641357;226,7452545;0,001361216;872;17;0;1038,436646;0;
Perkebunan;Kopi Arabica;Daerah Istimewa Yogyakarta;2026;1;0,523464844;22,33333333;76,88888889;968,4423828;4236,309177;0,001333818;1063;22;2492;4643,40332;399,1117865;
Perkebunan;Kopi Arabica;Daerah Khusus Ibukota Jakarta;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;1542,222222;2876,249512;190,3347421;
Perkebunan;Kopi Arabica;Gorontalo;2026;4;0,523464844;0;891,4444444;2866,99707;0;0,001362785;865;16;0;1038,436646;0;
Perkebunan;Kopi Arabica;Jambi;2026;1;0,523464844;1217,666667;3885,555556;7621,36084;525,8987824;0,001633926;616;11;23793;11363,29199;14,53392009;
Perkebunan;Kopi Arabica;Jawa Barat;2026;1;0,523464844;15367,33333;35904,55556;16898,92773;9,966559375;0,007732684;253;4;1158,222222;1742,641357;226,7452545;
Perkebunan;Kopi Arabica;Jawa Tengah;2026;4;0,523464844;2942,666667;9852,111111;6226,10498;111,5803686;0,002495901;443;8;3885,555556;7621,36084;525,8987824;
Perkebunan;Kopi Arabica;Jawa Timur;2026;1;0,523464844;9921,333333;23793;11363,29199;14,53392009;0,005227691;303;5;76,88888889;968,4423828;4236,309177;
Perkebunan;Kopi Arabica;Kalimantan Barat;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;73,77777778;968,4423828;36216,58936;
Perkebunan;Kopi Arabica;Kalimantan Selatan;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;0;1038,436646;0;
Perkebunan;Kopi Arabica;Kalimantan Tengah;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;7174,222222;9710,712891;322,8176875;
Perkebunan;Kopi Arabica;Kalimantan Timur;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;56176,77778;30426,07813;31,79259645;
Perkebunan;Kopi Arabica;Kalimantan Utara;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;1193,888889;1742,641357;3744,061818;
Perkebunan;Kopi Arabica;Kepulauan Bangka Belitung;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;199,1111111;1176,244141;0;
Perkebunan;Kopi Arabica;Kepulauan Riau;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;465,5555556;968,4423828;1876,413026;
Perkebunan;Kopi Arabica;Lampung;2026;1;0,523464844;0,666666667;90,66666667;968,4423828;145166,3574;0,001380879;822;14;0;1038,436646;0;
Perkebunan;Kopi Arabica;Maluku;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;6205,777778;3071,969727;-6,266180028;
Perkebunan;Kopi Arabica;Maluku Utara;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;570,2222222;1420,318237;169,3397416;
Perkebunan;Kopi Arabica;Nusa Tenggara Barat;2026;1;0,523464844;930,3333333;2492;4643,40332;399,1117865;0,001467975;702;12;0;1038,436646;0;
Perkebunan;Kopi Arabica;Nusa Tenggara Timur;2026;1;0,523464844;8763;20010,55556;9061,643555;3,408005873;0,004457533;327;6;0;1038,436646;0;
Perkebunan;Kopi Arabica;Papua;2026;4;0,523464844;990,6666667;1542,222222;2876,249512;190,3347421;0,001389331;807;13;0;1038,436646;0;
Perkebunan;Kopi Arabica;Papua Barat;2026;4;0,523464844;2,666666667;73,77777778;968,4423828;36216,58936;0,001344475;953;18;0;1038,436646;0;
Perkebunan;Kopi Arabica;Riau;2026;4;0,523464844;0;0;1038,436646;0;0,001332847;1072;23;80644,55556;73708,70313;-6,436497992;
Perkebunan;Kopi Arabica;Sulawesi Barat;2026;1;0,523464844;2296,666667;7174,222222;9710,712891;322,8176875;0,002094034;493;9;35904,55556;16898,92773;9,966559375;
Perkebunan;Kopi Arabica;Sulawesi Selatan;2026;1;0,523464844;23086,33333;56176,77778;30426,07813;31,79259645;0,011988521;204;3;0;1038,436646;0;
Perkebunan;Kopi Arabica;Sulawesi Tengah;2026;4;0,523464844;45,33333333;1193,888889;1742,641357;3744,061818;0,001363417;859;15;0;1038,436646;0;
Perkebunan;Kopi Arabica;Sulawesi Tenggara;2026;4;0,523464844;0;199,1111111;1176,244141;0;0,001334651;1049;21;0;1038,436646;0;
Perkebunan;Kopi Arabica;Sulawesi Utara;2026;1;0,523464844;49;465,5555556;968,4423828;1876,413026;0,001336573;1022;20;0;1038,436646;0;
Perkebunan;Kopi Arabica;Sumatera Barat;2026;1;0,523464844;3277,333333;6205,777778;3071,969727;-6,266180028;0,00188451;538;10;9852,111111;6226,10498;111,5803686;
Perkebunan;Kopi Arabica;Sumatera Selatan;2026;1;0,523464844;527,3333333;570,2222222;1420,318237;169,3397416;0,001341796;985;19;90,66666667;968,4423828;145166,3574;
Perkebunan;Kopi Arabica;Sumatera Utara;2026;1;0,523464844;78779,33333;80644,55556;73708,70313;-6,436497992;0,017762564;162;2;11454,66667;3361,308105;-15,01833544;
Perkebunan;Kopi Robusta;Aceh;2026;4;0,513895066;6410,666667;21273,22222;4609,30127;-28,09950183;0,004675235;321;10;38790,33333;23313,47461;-0,433591248;
Perkebunan;Kopi Robusta;Bali;2026;4;0,513895066;10327;22306,11111;7032,407715;-31,90270442;0,004910644;311;9;18712,22222;6894,120605;-22,29350084;
Perkebunan;Kopi Robusta;Banten;2026;4;0,513895066;2025;6322,111111;2019,233154;-0,284782504;0,00188899;535;20;1337,222222;244,3965149;-45,92997458;
Perkebunan;Kopi Robusta;Bengkulu;2026;4;0,513895066;54872;89565,44444;52591,38281;-4,15624943;0,019153014;157;3;6322,111111;2019,233154;-0,284782504;
Perkebunan;Kopi Robusta;Daerah Istimewa Yogyakarta;2026;4;0,513895066;1406,333333;1769,333333;1918,870361;36,44491785;0,00139305;798;24;255,8888889;885,7592773;-818,1831978;
Perkebunan;Kopi Robusta;Daerah Khusus Ibukota Jakarta;2026;4;0,513895066;0;0;-947,8900146;0;0,001319779;1265;32;17654,66667;14611,4502;27,53295099;
Perkebunan;Kopi Robusta;Gorontalo;2026;4;0,513895066;126;1348,777778;244,3965149;93,96548801;0,001356987;881;25;227,5555556;885,7592773;-22243,98193;
Perkebunan;Kopi Robusta;Jambi;2026;2;0,513895066;19323,33333;27479,55556;17349,82422;-10,2130884;0,006068521;290;7;1348,777778;244,3965149;93,96548801;
Perkebunan;Kopi Robusta;Jawa Barat;2026;4;0,513895066;8872;18712,22222;6894,120605;-22,29350084;0,004190937;336;11;60246;37286,02344;-0,982516896;
Perkebunan;Kopi Robusta;Jawa Tengah;2026;4;0,513895066;23415;38790,33333;23313,47461;-0,433591248;0,008410201;237;6;0;947,8900146;0;
Perkebunan;Kopi Robusta;Jawa Timur;2026;4;0,513895066;37656;60246;37286,02344;-0,982516896;0,012960552;197;4;89565,44444;52591,38281;-4,15624943;
Perkebunan;Kopi Robusta;Kalimantan Barat;2026;2;0,513895066;3032,333333;7477,888889;1811,633667;-40,25611739;0,002068358;499;18;18;901,1258545;-270437,7563;
Perkebunan;Kopi Robusta;Kalimantan Selatan;2026;4;0,513895066;845;2320,333333;2473,56958;192,7301278;0,001432007;727;22;11542,44444;2273,439941;-58,52396118;
Perkebunan;Kopi Robusta;Kalimantan Tengah;2026;4;0,513895066;222,6666667;2110,777778;1902,564575;754,4451685;0,001411981;764;23;54834,77778;23099,61914;40,15058331;
Perkebunan;Kopi Robusta;Kalimantan Timur;2026;4;0,513895066;137,6666667;1317,555556;244,3965149;77,52773479;0,001355634;888;27;8717,666667;1811,633667;-26,3164181;
Perkebunan;Kopi Robusta;Kalimantan Utara;2026;4;0,513895066;137,3333333;903;-420,5443115;-406,2215861;0,00133621;1026;28;22766,77778;6559,036621;-15,37818835;
Perkebunan;Kopi Robusta;Kepulauan Bangka Belitung;2026;4;0,513895066;85;358,2222222;-885,7592773;-1142,069738;0,001321928;1218;29;10309,88889;3297,932861;8,010901572;
Perkebunan;Kopi Robusta;Kepulauan Riau;2026;4;0,513895066;0,333333333;18;-901,1258545;-270437,7563;0,001229047;1334;34;18006,77778;7762,132324;-25,83950009;
Perkebunan;Kopi Robusta;Lampung;2026;2;0,513895066;113307,6667;152804,5556;107825,3281;-4,838453304;0,032828973;89;2;22306,11111;7032,407715;-31,90270442;
Perkebunan;Kopi Robusta;Maluku;2026;4;0,513895066;452;1337,222222;244,3965149;-45,92997458;0,001356641;884;26;4582,111111;2169,721436;18,47769033;
Perkebunan;Kopi Robusta;Maluku Utara;2026;4;0,513895066;15;392,2222222;-885,7592773;-6005,061849;0,001320714;1238;31;7267,444444;2243,255615;-38,45663607;
Perkebunan;Kopi Robusta;Nusa Tenggara Barat;2026;4;0,513895066;5481,333333;11542,44444;2273,439941;-58,52396118;0,002782717;416;14;2110,777778;1902,564575;754,4451685;
Perkebunan;Kopi Robusta;Nusa Tenggara Timur;2026;4;0,513895066;16482;54834,77778;23099,61914;40,15058331;0,011642575;205;5;1769,333333;1918,870361;36,44491785;
Perkebunan;Kopi Robusta;Papua;2026;4;0,513895066;123,3333333;255,8888889;-885,7592773;-818,1831978;0,001320984;1235;30;9281,666667;3091,617188;13,94166539;
Perkebunan;Kopi Robusta;Papua Barat;2026;4;0,513895066;4;227,5555556;-885,7592773;-22243,98193;0,001313524;1304;33;266820,6667;202110,2188;-4,268669468;
Perkebunan;Kopi Robusta;Riau;2026;2;0,513895066;1831,333333;4582,111111;2169,721436;18,47769033;0,001654167;610;21;392,2222222;885,7592773;-6005,061849;
Perkebunan;Kopi Robusta;Sulawesi Barat;2026;4;0,513895066;2458,666667;8717,666667;1811,633667;-26,3164181;0,002269654;469;17;358,2222222;885,7592773;-1142,069738;
Perkebunan;Kopi Robusta;Sulawesi Selatan;2026;4;0,513895066;7751;22766,77778;6559,036621;-15,37818835;0,004987247;308;8;27479,55556;17349,82422;-10,2130884;
Perkebunan;Kopi Robusta;Sulawesi Tengah;2026;4;0,513895066;3053,333333;10309,88889;3297,932861;8,010901572;0,002555728;431;15;1317,555556;244,3965149;77,52773479;
Perkebunan;Kopi Robusta;Sulawesi Tenggara;2026;4;0,513895066;2713,333333;9281,666667;3091,617188;13,94166539;0,002373892;460;16;903;420,5443115;-406,2215861;
Perkebunan;Kopi Robusta;Sulawesi Utara;2026;4;0,513895066;3645;7267,444444;2243,255615;-38,45663607;0,002040602;505;19;152804,5556;107825,3281;-4,838453304;
Perkebunan;Kopi Robusta;Sumatera Barat;2026;4;0,513895066;11457;17654,66667;14611,4502;27,53295099;0,004059591;340;13;2320,333333;2473,56958;192,7301278;
Perkebunan;Kopi Robusta;Sumatera Selatan;2026;2;0,513895066;211122,3333;266820,6667;202110,2188;-4,268669468;0,057282768;50;1;21273,22222;4609,30127;-28,09950183;
Perkebunan;Kopi Robusta;Sumatera Utara;2026;2;0,513895066;10466,66667;18006,77778;7762,132324;-25,83950009;0,0040686;339;12;7477,888889;1811,633667;-40,25611739;
Hortikultura;Kubis;Aceh;2026;1;0,506497007;6103,264;356,8444444;501702,9375;8120,239818;0,022051003;132;16;0;497431,6563;0;
Hortikultura;Kubis;Bali;2026;1;0,506497007;23634,69233;720,2944444;517399,75;2089,153735;0,022766725;123;10;11188,71222;214416,2344;9,694594171;
Hortikultura;Kubis;Banten;2026;3;0,506497007;26,13333333;3,011111111;497703,9063;1904379,233;0,021919185;136;20;104,9955556;497703,9063;96665,60812;
Hortikultura;Kubis;Bengkulu;2026;1;0,506497007;70074,32667;1902,083333;655356,125;835,2299996;0,028897382;103;8;3037,111111;779779,4375;848,7760622;
Hortikultura;Kubis;Daerah Istimewa Yogyakarta;2026;3;0,506497007;11,86033333;0,826666667;497703,9063;4196273,679;0,021999814;134;18;0,061111111;497703,9063;57427273,8;
Hortikultura;Kubis;Daerah Khusus Ibukota Jakarta;2026;3;0,506497007;5,363333333;1,688888889;497703,9063;9279649,65;0,022270486;128;12;0;497431,6563;0;
Hortikultura;Kubis;Gorontalo;2026;3;0,506497007;0;0;497431,6563;0;0,021860385;144;27;10;497703,9063;4417390,292;
Hortikultura;Kubis;Jambi;2026;1;0,506497007;82187,93333;3037,111111;779779,4375;848,7760622;0,034243115;86;5;0,826666667;497703,9063;4196273,679;
Hortikultura;Kubis;Jawa Barat;2026;4;0,506497007;230174,827;10484,60444;232929,8438;1,196923567;0,016131778;174;28;2755,377778;851379,375;812,9869818;
Hortikultura;Kubis;Jawa Tengah;2026;2;0,506497007;195466,546;11188,71222;214416,2344;9,694594171;0,01429616;188;31;8582,971111;218347,7031;-9,227293343;
Hortikultura;Kubis;Jawa Timur;2026;2;0,506497007;200489,0353;9448,036667;229085,0938;14,26315328;0,014862002;184;30;212,8888889;498974,8125;12762,46298;
Hortikultura;Kubis;Kalimantan Barat;2026;3;0,506497007;0;0;497431,6563;0;0,021860385;144;27;4446,311111;698007,625;1008,588061;
Hortikultura;Kubis;Kalimantan Selatan;2026;3;0,506497007;0,25;0,222222222;497703,9063;199081462,5;0,06830251;45;1;356,8444444;501702,9375;8120,239818;
Hortikultura;Kubis;Kalimantan Tengah;2026;3;0,506497007;7,4;0,3;497703,9063;6725628,463;0,022118842;130;14;0,3;497703,9063;6725628,463;
Hortikultura;Kubis;Kalimantan Timur;2026;3;0,506497007;3,92;1,8;497703,9063;12696428,22;0,02252158;124;11;9448,036667;229085,0938;14,26315328;
Hortikultura;Kubis;Kalimantan Utara;2026;3;0,506497007;0;0;497431,6563;0;0,021860385;144;27;1402,65;562519;2094,025009;
Hortikultura;Kubis;Kepulauan Bangka Belitung;2026;3;0,506497007;0;0;497431,6563;0;0,021860385;144;27;65,67888889;497703,9063;147817,2002;
Hortikultura;Kubis;Kepulauan Riau;2026;3;0,506497007;0,866666667;0,061111111;497703,9063;57427273,8;0,029791412;99;7;0;497431,6563;0;
Hortikultura;Kubis;Lampung;2026;3;0,506497007;6233,449;473,5222222;501702,9375;7948,560877;0,022051646;131;15;1,8;497703,9063;12696428,22;
Hortikultura;Kubis;Maluku;2026;3;0,506497007;514,3396667;104,9955556;497703,9063;96665,60812;0,021874696;143;26;0,003333333;497703,9063;140859496,1;
Hortikultura;Kubis;Maluku Utara;2026;3;0,506497007;46,209;22,85222222;497703,9063;1076971,363;0,021896568;139;23;360,6977778;498656,9063;17853,918;
Hortikultura;Kubis;Nusa Tenggara Barat;2026;1;0,506497007;8506,788333;590,98;504666,9375;5832,520215;0,022182593;129;13;0,222222222;497703,9063;199081462,5;
Hortikultura;Kubis;Nusa Tenggara Timur;2026;3;0,506497007;2777,426667;360,6977778;498656,9063;17853,918;0,02191676;137;21;22,85222222;497703,9063;1076971,363;
Hortikultura;Kubis;Papua;2026;3;0,506497007;2430,194667;326,3777778;498646,5625;20418,79092;0,021915908;138;22;590,98;504666,9375;5832,520215;
Hortikultura;Kubis;Papua Barat;2026;3;0,506497007;358,7776667;277,2444444;497807,2813;138650,9111;0,021880498;141;24;326,3777778;498646,5625;20418,79092;
Hortikultura;Kubis;Riau;2026;3;0,506497007;0,353333333;0,003333333;497703,9063;140859496,1;0,051745801;57;2;720,2944444;517399,75;2089,153735;
Hortikultura;Kubis;Sulawesi Barat;2026;3;0,506497007;11,26666667;10;497703,9063;4417390,292;0,022008998;133;17;0;497431,6563;0;
Hortikultura;Kubis;Sulawesi Selatan;2026;1;0,506497007;62963,66067;4446,311111;698007,625;1008,588061;0,030677033;96;6;1,688888889;497703,9063;9279649,65;
Hortikultura;Kubis;Sulawesi Tengah;2026;1;0,506497007;25638,67767;1402,65;562519;2094,025009;0,024706563;119;9;10484,60444;232929,8438;1,196923567;
Hortikultura;Kubis;Sulawesi Tenggara;2026;3;0,506497007;336,4746667;65,67888889;497703,9063;147817,2002;0,021875495;142;25;277,2444444;497807,2813;138650,9111;
Hortikultura;Kubis;Sulawesi Utara;2026;1;0,506497007;93252,08267;2755,377778;851379,375;812,9869818;0,037328887;80;4;1902,083333;655356,125;835,2299996;
Hortikultura;Kubis;Sumatera Barat;2026;1;0,506497007;196315,0383;6562,325556;1087172,875;453,7899105;0,048141167;62;3;3,011111111;497703,9063;1904379,233;
Hortikultura;Kubis;Sumatera Selatan;2026;1;0,506497007;3879,31;212,8888889;498974,8125;12762,46298;0,021930868;135;19;473,5222222;501702,9375;7948,560877;
Hortikultura;Kubis;Sumatera Utara;2026;2;0,506497007;240543,343;8582,971111;218347,7031;-9,227293343;0,016093291;175;29;6562,325556;1087172,875;453,7899105;
Perkebunan;Lada;Aceh;2026;3;0,545869176;259,6666667;893,8888889;-420,5443115;-261,9554473;0,001336043;1028;15;7080,777778;3590,29541;-32,07916364;
Perkebunan;Lada;Bali;2026;3;0,545869176;0;0;-947,8900146;0;0,001319779;1265;24;22,44444444;901,1258545;-54167,55127;
Perkebunan;Lada;Banten;2026;3;0,545869176;282,3333333;837,6666667;-431,4242554;-252,806702;0,001334386;1052;16;992,7777778;420,5443115;-331,9178189;
Perkebunan;Lada;Bengkulu;2026;2;0,545869176;1372;4156;2584,453857;88,37127241;0,001606096;627;8;43,55555556;764,1544189;-6842,538991;
Perkebunan;Lada;Daerah Istimewa Yogyakarta;2026;3;0,545869176;5,333333333;21,11111111;-901,1258545;-16996,10977;0,001314313;1302;26;3265,777778;2445,46167;337,9931349;
Perkebunan;Lada;Daerah Khusus Ibukota Jakarta;2026;4;0,545869176;0;0;-947,8900146;0;0,001319779;1265;24;4,444444444;897,3672485;0;
Perkebunan;Lada;Gorontalo;2026;3;0,545869176;0;26;-897,3672485;0;0,001320058;1251;22;35,22222222;901,1258545;-20895,21203;
Perkebunan;Lada;Jambi;2026;3;0,545869176;11,33333333;43,55555556;-764,1544189;-6842,538991;0,00131849;1281;25;17351,77778;6162,894531;2,045941019;
Perkebunan;Lada;Jawa Barat;2026;3;0,545869176;849;2281,888889;1817,872314;114,1192361;0,001423389;738;11;484,8888889;1268,208008;608,4960938;
Perkebunan;Lada;Jawa Tengah;2026;1;0,545869176;593,6666667;2192,333333;2751,23584;363,4310791;0,001425469;732;10;2192,333333;2751,23584;363,4310791;
Perkebunan;Lada;Jawa Timur;2026;3;0,545869176;179;484,8888889;1268,208008;608,4960938;0,001338912;1005;14;388,4444444;885,7592773;-617,9878815;
Perkebunan;Lada;Kalimantan Barat;2026;3;0,545869176;5211,666667;10521,44444;6195,26709;18,87304937;0,002622758;427;6;0;947,8900146;0;
Perkebunan;Lada;Kalimantan Selatan;2026;2;0,545869176;120,6666667;345,2222222;-885,7592773;-834,0546497;0,001321886;1220;20;0;947,8900146;0;
Perkebunan;Lada;Kalimantan Tengah;2026;1;0,545869176;171;388,4444444;-885,7592773;-617,9878815;0,00132251;1205;19;45078,22222;16455,31055;10,34698715;
Perkebunan;Lada;Kalimantan Timur;2026;2;0,545869176;5286;7080,777778;3590,29541;-32,07916364;0,002031172;507;7;26;897,3672485;0;
Perkebunan;Lada;Kalimantan Utara;2026;2;0,545869176;181,3333333;992,7777778;-420,5443115;-331,9178189;0,001339058;1003;13;345,2222222;885,7592773;-834,0546497;
Perkebunan;Lada;Kepulauan Bangka Belitung;2026;4;0,545869176;18957,33333;34630,22222;18989,29688;0,168607795;0,007509484;254;2;0;947,8900146;0;
Perkebunan;Lada;Kepulauan Riau;2026;1;0,545869176;46,33333333;191,8888889;-885,7592773;-2011,710671;0,001320078;1249;21;7,777777778;901,1258545;-24676,15967;
Perkebunan;Lada;Lampung;2026;3;0,545869176;14912,33333;45078,22222;16455,31055;10,34698715;0,009602279;226;1;893,8888889;420,5443115;-261,9554473;
Perkebunan;Lada;Maluku;2026;3;0,545869176;0;0;-947,8900146;0;0,001319779;1265;24;0;947,8900146;0;
Perkebunan;Lada;Maluku Utara;2026;3;0,545869176;3,666666667;7,777777778;-901,1258545;-24676,15967;0,001311719;1309;28;6,444444444;901,1258545;-135268,8782;
Perkebunan;Lada;Nusa Tenggara Barat;2026;3;0,545869176;4,333333333;35,22222222;-901,1258545;-20895,21203;0,001313017;1305;27;16311,66667;5076,563477;-5,89080869;
Perkebunan;Lada;Nusa Tenggara Timur;2026;3;0,545869176;199;750,2222222;-421,0593262;-311,5876011;0,001332082;1089;17;34630,22222;18989,29688;0,168607795;
Perkebunan;Lada;Papua;2026;4;0,545869176;1,666666667;22,44444444;-901,1258545;-54167,55127;0,001301804;1323;29;46,88888889;3089,258789;-32057,84954;
Perkebunan;Lada;Papua Barat;2026;4;0,545869176;0;4,444444444;-897,3672485;0;0,001320043;1254;23;750,2222222;421,0593262;-311,5876011;
Perkebunan;Lada;Riau;2026;3;0,545869176;0;0;-947,8900146;0;0,001319779;1265;24;1080,555556;420,5443115;-234,0736381;
Perkebunan;Lada;Sulawesi Barat;2026;3;0,545869176;313,6666667;1080,555556;-420,5443115;-234,0736381;0,001342157;982;12;10521,44444;6195,26709;18,87304937;
Perkebunan;Lada;Sulawesi Selatan;2026;3;0,545869176;6039,333333;17351,77778;6162,894531;2,045941019;0,003906571;347;3;837,6666667;431,4242554;-252,806702;
Perkebunan;Lada;Sulawesi Tengah;2026;3;0,545869176;558,3333333;3265,777778;2445,46167;337,9931349;0,001510342;666;9;2281,888889;1817,872314;114,1192361;
Perkebunan;Lada;Sulawesi Tenggara;2026;3;0,545869176;5394,333333;16311,66667;5076,563477;-5,89080869;0,003696122;358;4;4156;2584,453857;88,37127241;
Perkebunan;Lada;Sulawesi Utara;2026;3;0,545869176;0,666666667;6,444444444;-901,1258545;-135268,8782;0,001274504;1329;31;327;225,6345978;-13,66023044;
Perkebunan;Lada;Sumatera Barat;2026;3;0,545869176;9,666666667;46,88888889;-3089,258789;-32057,84954;0,001301253;1324;30;11292,22222;3702,507568;-24,46431346;
Perkebunan;Lada;Sumatera Selatan;2026;3;0,545869176;4901,666667;11292,22222;3702,507568;-24,46431346;0,002741774;420;5;21,11111111;901,1258545;-16996,10977;
Perkebunan;Lada;Sumatera Utara;2026;3;0,545869176;261,3333333;327;225,6345978;-13,66023044;0,001328727;1156;18;191,8888889;885,7592773;-2011,710671;
Hortikultura;Mangga;Aceh;2026;2;0,549053548;32596,12533;2320,666667;30276,25195;-7,117021905;0,002686789;424;12;683,2788889;7356,007324;-3,531036927;
Hortikultura;Mangga;Bali;2026;1;0,549053548;54744,82367;7632,555556;59734,42188;9,114283094;0,004529678;324;7;291,6633333;1806,535767;-38,24890253;
Hortikultura;Mangga;Banten;2026;1;0,549053548;45724,53967;3643,607778;43118,91406;-5,6985278;0,003527624;364;8;624,8777778;5406,596191;-12,93163243;
Hortikultura;Mangga;Bengkulu;2026;2;0,549053548;7567,928333;751,7388889;6866,248535;-9,271755324;0,001466204;704;21;241,33;3026,571289;-35,26643821;
Hortikultura;Mangga;Daerah Istimewa Yogyakarta;2026;1;0,549053548;34493,74233;8080,974444;41160,75391;19,328177;0,003450074;367;9;35685,28667;454066,9063;0,314022768;
Hortikultura;Mangga;Daerah Khusus Ibukota Jakarta;2026;1;0,549053548;5747,869667;875,1655556;5328,115234;-7,302782711;0,001424403;735;23;7984,372222;58562,03906;-5,687538498;
Hortikultura;Mangga;Gorontalo;2026;1;0,549053548;2925,512;291,6633333;1806,535767;-38,24890253;0,00134969;918;31;1077,591111;9904,55957;-21,49542266;
Hortikultura;Mangga;Jambi;2026;4;0,549053548;6209,598667;624,8777778;5406,596191;-12,93163243;0,001424966;733;22;12383,42778;135257,1406;-19,09250807;
Hortikultura;Mangga;Jawa Barat;2026;4;0,549053548;452645,4963;35685,28667;454066,9063;0,314022768;0,031949352;93;3;3643,607778;43118,91406;-5,6985278;
Hortikultura;Mangga;Jawa Tengah;2026;2;0,549053548;557091,8557;47787,52667;561732,5625;0,833023636;0,039527377;76;2;7632,555556;59734,42188;9,114283094;
Hortikultura;Mangga;Jawa Timur;2026;2;0,549053548;1508092,017;93910,3;1086539,25;-27,95272188;0,093129886;32;1;2320,666667;30276,25195;-7,117021905;
Hortikultura;Mangga;Kalimantan Barat;2026;4;0,549053548;7625,258;683,2788889;7356,007324;-3,531036927;0,001473001;699;20;634,71;4039,536133;-25,98215221;
Hortikultura;Mangga;Kalimantan Selatan;2026;2;0,549053548;4979,784333;933,9855556;3887,599609;-21,93236998;0,00140011;780;26;1299,716667;13600,07227;-2,238012091;
Hortikultura;Mangga;Kalimantan Tengah;2026;4;0,549053548;3559,213;451,5077778;2238,159668;-37,1164449;0,001359838;875;30;2833,643333;19366,43164;10,15563041;
