subsektor;komoditas;provinsi;tahun;kluster;silhouette_score_komoditas;c1_produksi_aktual_terakhir;c2_luas_panen;c3_produktivitas;c4_prediksi_produksi;c5_prediksi_produktivitas;c6_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;produktivitas;luas_panen;prediksi_random_forest_2026;prediksi_xgboost_2026;prediksi_produksi_2026;pertumbuhan_produksi_2026;prediksi_produktivitas_2026
Perkebunan;Pala;Riau;2026;1;0,376998573;0;0;0;2801,839844;0;0;0,00177404;1333;20;0;0;9,851874444;2801,839844;2801,839844;0;0
Perkebunan;Pala;Sulawesi Barat;2026;1;0,376998573;38,33333333;1272,777778;0,087777778;-6291,390137;0,087777778;-16512,3221;0,001649028;1501;33;0,087777778;1272,777778;91,99609889;-6291,390137;6291,390137;-16512,3221;0,087777778
Perkebunan;Pala;Sulawesi Selatan;2026;1;0,376998573;724,3333333;12172,44444;0,243333333;7608,847656;0,243333333;950,4621707;0,003266646;902;9;0,243333333;12172,44444;3130,135813;7608,847656;7608,847656;950,4621707;0,243333333
Perkebunan;Pala;Sulawesi Tengah;2026;2;0,376998573;1109,333333;22885,11111;0,17;-3181,380371;0,17;-386,7830863;0,005320057;705;6;0,17;22885,11111;1322,734733;-3181,380371;3181,380371;-386,7830863;0,17
Perkebunan;Pala;Sulawesi Tenggara;2026;1;0,376998573;655;6746,888889;0,358888889;-5449,616699;0,358888889;-932,0025495;0,002215664;1083;11;0,358888889;6746,888889;787,6855544;-5449,616699;5449,616699;-932,0025495;0,358888889
Perkebunan;Pala;Sulawesi Utara;2026;3;0,376998573;12883,66667;32692,11111;1,205555556;-12206,66406;1,205555556;-194,7452645;0,007406518;578;3;1,205555556;32692,11111;12934,80732;-12206,66406;12206,66406;-194,7452645;1,205555556
Perkebunan;Pala;Sumatera Barat;2026;1;0,376998573;1661,666667;5127,555556;0,613333333;3317,967285;0,613333333;99,67706831;0,002114484;1120;13;0,613333333;5127,555556;1631,895291;3317,967285;3317,967285;99,67706831;0,613333333
Perkebunan;Pala;Sumatera Selatan;2026;1;0,376998573;0;0;0;4440,719238;0;0;0,001801935;1305;19;0;0;50,92644;4440,719238;4440,719238;0;0
Perkebunan;Pala;Sumatera Utara;2026;1;0,376998573;91;285,2222222;0,372222222;25534,5918;0,372222222;27959,99099;0,002189356;1097;12;0,372222222;285,2222222;1015,275618;25534,5918;25534,5918;27959,99099;0,372222222
Perkebunan;Panili;Aceh;2026;3;0,335808236;0;0;0;3287,67627;0;0;0,001782273;1324;23;0;0;160,7276022;3287,67627;3287,67627;0;0
Perkebunan;Panili;Bali;2026;3;0,335808236;2,333333333;296,8888889;43;-5469,045898;43;-234487,6814;0,001986628;1185;21;43;296,8888889;4192,106104;-5469,045898;5469,045898;-234487,6814;43
Perkebunan;Panili;Banten;2026;3;0,335808236;1,666666667;97,11111111;49,55555556;-4513,810059;49,55555556;-270928,6035;0,002101488;1128;19;49,55555556;97,11111111;42,73326111;-4513,810059;4513,810059;-270928,6035;49,55555556
Perkebunan;Panili;Bengkulu;2026;3;0,335808236;0,333333333;8;74,22222222;-5599,413574;74,22222222;-1679924,072;0,002481991;1012;18;74,22222222;8;85,92037444;-5599,413574;5599,413574;-1679924,072;74,22222222
Perkebunan;Panili;Daerah Istimewa Yogyakarta;2026;3;0,335808236;3;22;358,2222222;12063,18848;358,2222222;402006,2826;0,009740916;494;8;358,2222222;22;3867,068531;12063,18848;12063,18848;402006,2826;358,2222222
Perkebunan;Panili;Daerah Khusus Ibukota Jakarta;2026;3;0,335808236;0;0;0;-6198,152344;0;0;0,001627643;1508;32;0;0;8,890097778;-6198,152344;6198,152344;0;0
Perkebunan;Panili;Gorontalo;2026;3;0,335808236;0;47,11111111;0;-3223,851318;0;0;0,001674701;1482;29;0;47,11111111;54,78004111;-3223,851318;3223,851318;0;0
Perkebunan;Panili;Jambi;2026;3;0,335808236;0;0;0;3827,780029;0;0;0,001791462;1315;22;0;0;27,43356567;3827,780029;3827,780029;0;0
Perkebunan;Panili;Jawa Barat;2026;3;0,335808236;146,3333333;944,3333333;313;50532,07422;313;34432,16917;0,008766685;517;10;313;944,3333333;10763,68153;50532,07422;50532,07422;34432,16917;313
Perkebunan;Panili;Jawa Tengah;2026;2;0,335808236;151543,3333;246,5555556;214,5555556;1815539,75;214,5555556;1098,033401;0,04274431;154;1;214,5555556;246,5555556;4557263,912;1815539,75;1815539,75;1098,033401;214,5555556
Perkebunan;Panili;Jawa Timur;2026;1;0,335808236;220,6666667;288,1111111;1032,333333;66522,51563;1032,333333;30046,15512;0,027289045;232;2;1032,333333;288,1111111;1549,961328;66522,51563;66522,51563;30046,15512;1032,333333
Perkebunan;Panili;Kalimantan Barat;2026;3;0,335808236;0;0;0;93,39092255;0;0;0,001728723;1414;24;0;0;90,60275;93,39092255;93,39092255;0;0
Perkebunan;Panili;Kalimantan Selatan;2026;3;0,335808236;0;0;0;-2036,066406;0;0;0,001693825;1457;26;0;0;59,73322556;-2036,066406;2036,066406;0;0
Perkebunan;Panili;Kalimantan Tengah;2026;3;0,335808236;0;0;0;-2109,376221;0;0;0,001692636;1458;27;0;0;76,45489111;-2109,376221;2109,376221;0;0
Perkebunan;Panili;Kalimantan Timur;2026;1;0,335808236;3;6,666666667;724,8888889;5805,273438;724,8888889;193409,1146;0,019251174;316;4;724,8888889;6,666666667;471,5758567;5805,273438;5805,273438;193409,1146;724,8888889
Perkebunan;Panili;Kalimantan Utara;2026;3;0,335808236;0;13;9,444444444;-3360,967529;9,444444444;0;0,001691566;1460;28;9,444444444;13;35,56268444;-3360,967529;3360,967529;0;9,444444444
Perkebunan;Panili;Kepulauan Bangka Belitung;2026;3;0,335808236;0;0;0;-4715,897461;0;0;0,001650891;1500;30;0;0;58,33998556;-4715,897461;4715,897461;0;0
Perkebunan;Panili;Kepulauan Riau;2026;3;0,335808236;0;0;0;-7048,038086;0;0;0,001614482;1510;33;0;0;86,05317;-7048,038086;7048,038086;0;0
Perkebunan;Panili;Lampung;2026;3;0,335808236;32,33333333;132,5555556;450,5555556;22809,3125;450,5555556;70444,26546;0,012166832;445;6;450,5555556;132,5555556;196,6882222;22809,3125;22809,3125;70444,26546;450,5555556
Perkebunan;Panili;Maluku;2026;3;0,335808236;1;140,1111111;295,5555556;-1648,136475;295,5555556;-164913,6475;0,00805941;543;12;295,5555556;140,1111111;48,2709;-1648,136475;1648,136475;-164913,6475;295,5555556
Perkebunan;Panili;Maluku Utara;2026;3;0,335808236;0;37;0;-5923,660156;0;0;0,001631951;1506;31;0;37;63,70420667;-5923,660156;5923,660156;0;0
Perkebunan;Panili;Nusa Tenggara Barat;2026;3;0,335808236;41,66666667;297,8888889;326,7777778;29862,13477;326,7777778;71569,12344;0,00900031;508;9;326,7777778;297,8888889;248,0046911;29862,13477;29862,13477;71569,12344;326,7777778
Perkebunan;Panili;Nusa Tenggara Timur;2026;4;0,335808236;477;3200,666667;376;8960,498047;376;1778,511121;0,010214533;482;7;376;3200,666667;930,7422151;8960,498047;8960,498047;1778,511121;376
Perkebunan;Panili;Papua;2026;3;0,335808236;19,66666667;204,6666667;139,7777778;4757,34375;139,7777778;24089,88347;0,004153179;799;16;139,7777778;204,6666667;71,73559333;4757,34375;4757,34375;24089,88347;139,7777778
Perkebunan;Panili;Papua Barat;2026;3;0,335808236;0;0,222222222;0;-8256,735352;0;0;0,001595984;1512;34;0;0,222222222;70,30145556;-8256,735352;8256,735352;0;0
Perkebunan;Panili;Riau;2026;3;0,335808236;0;0;0;-988,1491699;0;0;0,001710915;1433;25;0;0;96,70848;-988,1491699;988,1491699;0;0
Perkebunan;Panili;Sulawesi Barat;2026;3;0,335808236;21,33333333;509,5555556;142,4444444;3976,982422;142,4444444;18542,1051;0,004212886;784;15;142,4444444;509,5555556;78,10533556;3976,982422;3976,982422;18542,1051;142,4444444
Perkebunan;Panili;Sulawesi Selatan;2026;3;0,335808236;67,66666667;1072,555556;162,8888889;16596,48047;162,8888889;24426,81843;0,004806346;737;14;162,8888889;1072,555556;2665,864966;16596,48047;16596,48047;24426,81843;162,8888889
Perkebunan;Panili;Sulawesi Tengah;2026;3;0,335808236;63,33333333;748,1111111;229,1111111;6402,602539;229,1111111;10009,37243;0,006389541;633;13;229,1111111;748,1111111;186,7315433;6402,602539;6402,602539;10009,37243;229,1111111
Perkebunan;Panili;Sulawesi Tenggara;2026;3;0,335808236;39,66666667;463,4444444;132;11395,13086;132;28627,22065;0,004023088;815;17;132;463,4444444;281,7304344;11395,13086;11395,13086;28627,22065;132
Perkebunan;Panili;Sulawesi Utara;2026;3;0,335808236;76;1260,222222;294,7777778;3145,362305;294,7777778;4038,634611;0,008065718;542;11;294,7777778;1260,222222;2771,35613;3145,362305;3145,362305;4038,634611;294,7777778
Perkebunan;Panili;Sumatera Barat;2026;3;0,335808236;0;14,11111111;28,77777778;8265,645508;28,77777778;0;0,0020212;1168;20;28,77777778;14,11111111;54,00407667;8265,645508;8265,645508;0;28,77777778
Perkebunan;Panili;Sumatera Selatan;2026;1;0,335808236;15;23,11111111;620,5555556;9870,793945;620,5555556;65705,29297;0,016549466;367;5;620,5555556;23,11111111;188,78255;9870,793945;9870,793945;65705,29297;620,5555556
Perkebunan;Panili;Sumatera Utara;2026;1;0,335808236;176,3333333;259,4444444;1023,111111;28226,37891;1023,111111;15907,39825;0,026976879;235;3;1023,111111;259,4444444;1322,750959;28226,37891;28226,37891;15907,39825;1023,111111
Hortikultura;Pepaya;Aceh;2026;1;0,3791048;1618,333333;221,6488889;131,4948584;11130,74414;131,4948584;587,7905751;0,004007925;817;13;480,2222222;6138,888889;1392,129233;10989,22656;10989,22656;0;480,2222222
Hortikultura;Pepaya;Bali;2026;1;0,3791048;0;156,482;99,72429422;-127,9764252;99,72429422;0;0,003177934;921;27;0;0;1,284773392;1680,613892;1680,613892;0;0
Hortikultura;Pepaya;Banten;2026;1;0,3791048;0;134,1623333;121,6172324;4857,697266;121,6172324;0;0,003722609;845;17;0;0;35,48644444;1700,687134;1700,687134;13689,35514;0
Hortikultura;Pepaya;Bengkulu;2026;1;0,3791048;0;126,0165556;192,8976186;3421,465576;192,8976186;0;0,005453969;694;5;0;0;929,9053083;2048,047119;2048,047119;-4,963010713;0
Hortikultura;Pepaya;Daerah Istimewa Yogyakarta;2026;1;0,3791048;0;223,6854444;77,13856277;6821,900879;77,13856277;0;0,002768317;971;30;0;0;360,7375122;7956,140625;7956,140625;3516,427557;0
Hortikultura;Pepaya;Daerah Khusus Ibukota Jakarta;2026;1;0,3791048;0;7,184444444;159,1709972;263,2410583;159,1709972;0;0,004593978;756;8;0;0;0,04309;-4368,022949;4368,022949;0;0
Hortikultura;Pepaya;Gorontalo;2026;1;0,3791048;0;11,70844444;68,25083832;208,2833405;68,25083832;0;0,002516778;1007;32;0;0;2,7747;1680,613892;1680,613892;0;0
Hortikultura;Pepaya;Jambi;2026;1;0,3791048;0;199,2334444;89,72487747;6070,911133;89,72487747;0;0,003019584;938;28;0;0;2300,260831;10882,13184;10882,13184;72,18563032;0
Hortikultura;Pepaya;Jawa Barat;2026;4;0,3791048;0;1250,448667;85,5946268;59662,40234;85,5946268;0;0,003682725;847;18;0;0;41847,80218;61356,34375;61356,34375;-21,58766694;0
Hortikultura;Pepaya;Jawa Tengah;2026;1;0,3791048;663;1324,106889;97,62014052;161070,2344;97,62014052;24194,153;0,005702512;667;4;0;0;561675,5146;1092692,5;1092692,5;453299,3776;0
Hortikultura;Pepaya;Jawa Timur;2026;4;0,3791048;0;1745,512222;188,1478611;100530,0313;188,1478611;0;0,006273818;639;3;0;0;6552,32573;94631,32031;94631,32031;4474,507911;0
Hortikultura;Pepaya;Kalimantan Barat;2026;2;0,3791048;1161,333333;197,1265556;149,8696371;9293,395508;149,8696371;700,2349748;0,004429785;771;12;1176,333333;2046,666667;518,14861;10850,1123;10850,1123;0;1176,333333
Hortikultura;Pepaya;Kalimantan Selatan;2026;2;0,3791048;2324;76,29044444;71,57249963;945,548645;71,57249963;-59,31374161;0,002593539;998;31;1290,888889;4214;2393,189288;9718,055664;9718,055664;0;1290,888889
Hortikultura;Pepaya;Kalimantan Tengah;2026;1;0,3791048;0;55,70466667;113,0255818;4857,697266;113,0255818;0;0,003523745;867;20;0;0;2,288144444;1680,613892;1680,613892;0;0
Hortikultura;Pepaya;Kalimantan Timur;2026;1;0,3791048;10,33333333;197,1352222;101,0100499;-1356,68103;101,0100499;-13229,17126;0,003195544;916;25;1737,666667;19,66666667;398,3374467;17616,28516;17616,28516;0;1737,666667
Hortikultura;Pepaya;Kalimantan Utara;2026;1;0,3791048;0;127,2665556;171,9108888;-1041,585205;171,9108888;0;0,004902798;734;7;0;0;0,909266667;-1539,765991;1539,765991;0;0
Hortikultura;Pepaya;Kepulauan Bangka Belitung;2026;1;0,3791048;0;42,16566667;125,6639739;1155,003174;125,6639739;0;0,003787967;838;16;0;0;21,96928667;-549,8363647;549,8363647;0;0
Hortikultura;Pepaya;Kepulauan Riau;2026;1;0,3791048;1485,333333;25,65766667;41,24974303;-5311,996582;41,24974303;-457,6299315;0,00198045;1187;34;683,3333333;5823,888889;565,7443167;-1301,373901;1301,373901;0;683,3333333
Hortikultura;Pepaya;Lampung;2026;1;0,3791048;0;536,0305556;153,835941;-2674,131348;153,835941;0;0,004446136;768;11;0;0;41,16555556;19825,8457;19825,8457;0;0
Hortikultura;Pepaya;Maluku;2026;1;0,3791048;13227;118,3927778;102,2537133;-13616,51465;102,2537133;-202,944845;0,003211354;913;24;666,1111111;36442,77778;455,2450478;1312,644043;1312,644043;0;666,1111111
Hortikultura;Pepaya;Maluku Utara;2026;1;0,3791048;885,6666667;20,683;68,38972631;-3336,081055;68,38972631;-476,6745639;0,002480695;1013;33;294,2222222;4343,111111;97,74684556;2787,741943;2787,741943;0;294,2222222
Hortikultura;Pepaya;Nusa Tenggara Barat;2026;1;0,3791048;0;114,2893333;123,0823824;16914,91602;123,0823824;0;0,003864775;830;14;0;0;41,62184667;13493,80859;13493,80859;0;0
Hortikultura;Pepaya;Nusa Tenggara Timur;2026;1;0,3791048;0;854,4623333;118,2777577;5478,306641;118,2777577;0;0,003655395;852;19;0;0;4178,830253;5553,878418;5553,878418;0;0
Hortikultura;Pepaya;Papua;2026;1;0,3791048;30740,66667;18,20366667;87,80426653;7771,786133;87,80426653;-74,71822515;0,003431307;883;21;1461,666667;15319,11111;594,8856896;6573,083008;6573,083008;0;1461,666667
Hortikultura;Pepaya;Papua Barat;2026;1;0,3791048;1015;32,44311111;276,6002081;761,8552246;276,6002081;-24,94037196;0,00758103;569;2;405,6666667;1167,111111;211,4907789;-176,128067;176,128067;0;405,6666667
Hortikultura;Pepaya;Riau;2026;2;0,3791048;288619,6667;192,1197778;89,85772123;-5550,197754;89,85772123;-101,9230144;0,015860055;378;1;8154,333333;78213,88889;740,1614522;19131,31641;19131,31641;0;8154,333333
Hortikultura;Pepaya;Sulawesi Barat;2026;1;0,3791048;544,6666667;56,99433333;158,5325883;2052,94873;158,5325883;276,9183716;0,004589799;757;9;639,3333333;1187,222222;303,5489578;3122,020508;3122,020508;0;639,3333333
Hortikultura;Pepaya;Sulawesi Selatan;2026;1;0,3791048;4533;331,9036667;98,69989739;12842,49023;98,69989739;183,3110575;0,003293483;899;23;1741;3669,888889;10106,39088;19933,40234;19933,40234;0;1741
Hortikultura;Pepaya;Sulawesi Tengah;2026;2;0,3791048;795,3333333;87,40033333;84,3001268;575,7158813;84,3001268;-27,61325884;0,002847905;957;29;680,4444444;3218,444444;2659,687937;7546,552246;7546,552246;0;680,4444444
Hortikultura;Pepaya;Sulawesi Tenggara;2026;1;0,3791048;2654;124,9424444;100,4148291;-1277,942383;100,4148291;-148,1515593;0,00318671;918;26;1114;4082,222222;1177,461586;8056,61377;8056,61377;0;1114
Hortikultura;Pepaya;Sulawesi Utara;2026;2;0,3791048;2761,666667;122,0192222;179,0298801;8439,540039;179,0298801;205,5958976;0,005139915;720;6;2256;1870,111111;991,7157478;9925,06543;9925,06543;0;2256
Hortikultura;Pepaya;Sumatera Barat;2026;1;0,3791048;670,6666667;396,9553333;103,1845769;11241,8584;103,1845769;1576,221431;0,003365185;889;22;709,5555556;1420,555556;4072,012667;27863,24609;27863,24609;579,7018888;709,5555556
Hortikultura;Pepaya;Sumatera Selatan;2026;1;0,3791048;0;256,2153333;153,3297206;9320,926758;153,3297206;0;0,004513192;764;10;0;0;1817,625808;4695,588379;4695,588379;95,10755037;0
Hortikultura;Pepaya;Sumatera Utara;2026;1;0,3791048;0;260,469;113,0435818;35280,77344;113,0435818;0;0,003845862;833;15;0;0;10165,91134;39263,72266;39263,72266;302,4571818;0
Hortikultura;Rambutan;Aceh;2026;3;0,326269996;0;4608,868889;9,006677812;18099,87695;9,006677812;0;0,002298746;1055;13;0;0;6248,481356;6244,106934;6244,106934;3330,827985;0
Hortikultura;Rambutan;Bali;2026;3;0,326269996;0;1767,555556;9,150937055;12870,37305;9,150937055;0;0,002004646;1176;23;0;0;2163,176777;2048,047119;2048,047119;3557,226998;0
Hortikultura;Rambutan;Banten;2026;3;0,326269996;0;2632,88;13,88330684;13445,99805;13,88330684;0;0,002079397;1140;16;0;0;1121,853561;2048,047119;2048,047119;1342,286704;0
Hortikultura;Rambutan;Bengkulu;2026;3;0,326269996;0;608,2677778;9,54695268;16673,37695;9,54695268;0;0,002040663;1160;21;0;0;1031,026967;2048,047119;2048,047119;1362,890799;0
Hortikultura;Rambutan;Daerah Istimewa Yogyakarta;2026;3;0,326269996;4678;3344,844444;6,590316932;20702,16211;6,590316932;342,5430122;0,002243611;1071;14;2981,666667;1406,666667;9570,472297;10418,12598;10418,12598;1808,081681;2981,666667
Hortikultura;Rambutan;Daerah Khusus Ibukota Jakarta;2026;3;0,326269996;0;398,7044444;10,26410454;12261,66895;10,26410454;0;0,001961032;1200;26;0;0;0,05;-4368,022949;4368,022949;0;0
Hortikultura;Rambutan;Gorontalo;2026;3;0,326269996;34074,53333;117,3777778;12,26859334;35825,13672;12,26859334;5,137571125;0,00303839;935;9;8125,444444;9739;421,1105838;4216,338379;4216,338379;26252,11487;8125,444444
Hortikultura;Rambutan;Jambi;2026;3;0,326269996;0;2284,67;3,890040195;22989,40039;3,890040195;0;0,002199673;1090;15;0;0;830,98872;7985,20166;7985,20166;16196,32992;0
Hortikultura;Rambutan;Jawa Barat;2026;2;0,326269996;55240;16950,15667;9,917223088;83530,57031;9,917223088;51,21392164;0,005873734;654;4;3547,222222;15041,11111;16339,93839;64255,84766;64255,84766;5950,456465;3547,222222
Hortikultura;Rambutan;Jawa Tengah;2026;2;0,326269996;71771,7;15157,74556;9,520446226;30316,9375;9,520446226;-57,75920384;0,005628905;677;5;15,31682829;10272,2;1488,99142;81326,15625;81326,15625;3408,462306;15,31682829
Hortikultura;Rambutan;Jawa Timur;2026;2;0,326269996;1171655,333;14238,36667;9,897445049;866916,4375;9,897445049;-26,00926118;0,065547348;109;1;8773,888889;227796,7778;68541,85619;91150,59375;91150,59375;109,3923727;8773,888889
Hortikultura;Rambutan;Kalimantan Barat;2026;3;0,326269996;0;1841,204444;9,155457014;16505,46484;9,155457014;0;0,002072416;1147;18;0;0;118,6387244;4503,095215;4503,095215;7405,158691;0
Hortikultura;Rambutan;Kalimantan Selatan;2026;3;0,326269996;0;2611,347778;5,230473601;10731,66406;5,230473601;0;0,002002534;1177;24;0;0;284,1658744;2417,879639;2417,879639;4377,554886;0
Hortikultura;Rambutan;Kalimantan Tengah;2026;3;0,326269996;0;2677,838889;7,64756872;12852,04492;7,64756872;0;0,002048642;1158;20;0;0;9,361385595;1700,687134;1700,687134;56589,57113;0
Hortikultura;Rambutan;Kalimantan Timur;2026;3;0,326269996;0;2529,675556;5,429167884;8051,027344;5,429167884;0;0,001952382;1204;27;0;0;130,0210089;362,2527771;362,2527771;1409,386571;0
Hortikultura;Rambutan;Kalimantan Utara;2026;3;0,326269996;0;600,4111111;8,812784705;8369,326172;8,812784705;0;0,001889894;1243;32;0;0;16,02217;-1519,692993;1519,692993;-38092,32483;0
Hortikultura;Rambutan;Kepulauan Bangka Belitung;2026;3;0,326269996;0;417,9255556;4,044794868;11121,54492;4,044794868;0;0,001924424;1220;30;0;0;0,099333333;-549,8363647;549,8363647;0;0
Hortikultura;Rambutan;Kepulauan Riau;2026;3;0,326269996;0;248,2066667;7,093824879;6370,26709;7,093824879;0;0,001845974;1275;34;0;0;0,231666667;-3467,142334;3467,142334;0;0
Hortikultura;Rambutan;Lampung;2026;2;0,326269996;672160,3333;2641,004444;15,4432181;183797,4844;15,4432181;-72,65570798;0,03643429;178;2;8250,888889;142280,6667;13119,78414;15182,85938;15182,85938;4571,649038;8250,888889
Hortikultura;Rambutan;Maluku;2026;3;0,326269996;0;183,06;5,91612963;8000,125977;5,91612963;0;0,001870939;1260;33;0;0;392,3970444;-2441,047363;2441,047363;-1189,753287;0
Hortikultura;Rambutan;Maluku Utara;2026;4;0,326269996;0;189,2844444;44,71324312;-3347,087158;44,71324312;0;0,002057708;1154;19;0;0;258,59559;-927,1051025;927,1051025;-46455,25513;0
Hortikultura;Rambutan;Nusa Tenggara Barat;2026;3;0,326269996;15529,33333;1557,365556;9,61485981;51151,09766;9,61485981;229,3837318;0,002857813;955;10;5841,444444;3840,111111;11170,46115;15860,31543;15860,31543;50,96435779;5841,444444
Hortikultura;Rambutan;Nusa Tenggara Timur;2026;3;0,326269996;6604,666667;829,9466667;9,383781205;33910,87109;9,383781205;413,4380402;0,002397152;1031;11;4108,555556;2904,666667;6593,869747;10679,44336;10679,44336;97,51143627;4108,555556
Hortikultura;Rambutan;Papua;2026;3;0,326269996;0;118,6677778;19,03125569;16368,0166;19,03125569;0;0,00207805;1143;17;0;0;79,48438333;-310,1169434;310,1169434;-895,1716496;0
Hortikultura;Rambutan;Papua Barat;2026;3;0,326269996;0;248,2977778;14,47798824;9826,226563;14,47798824;0;0,001936119;1214;29;0;0;0,23;-3460,380859;3460,380859;0;0
Hortikultura;Rambutan;Riau;2026;3;0,326269996;0;2252,174444;8,277136132;70839,45313;8,277136132;0;0,003152093;924;8;0;0;701,5928189;3169,271484;3169,271484;11638,04253;0
Hortikultura;Rambutan;Sulawesi Barat;2026;3;0,326269996;0;797,96;8,102732775;9562,576172;8,102732775;0;0,001912066;1232;31;0;0;515,7832589;1776,519775;1776,519775;1256,121966;0
Hortikultura;Rambutan;Sulawesi Selatan;2026;3;0,326269996;31609;6900,995556;6,832024669;44484,30078;6,832024669;40,73302155;0,003445289;878;7;3657,666667;10892,66667;18872,14492;19582,34766;19582,34766;796,217284;3657,666667
Hortikultura;Rambutan;Sulawesi Tengah;2026;3;0,326269996;0;969,0833333;10,40484644;14901,74609;10,40484644;0;0,002018526;1170;22;0;0;769,3943844;2048,047119;2048,047119;1050,588269;0
Hortikultura;Rambutan;Sulawesi Tenggara;2026;3;0,326269996;17831,66667;2661,866667;7,675018677;17588,26758;7,675018677;-1,364982271;0,002340893;1043;12;5382,555556;2779;1535,900337;3887,146973;3887,146973;2800,85595;5382,555556
Hortikultura;Rambutan;Sulawesi Utara;2026;3;0,326269996;0;745,8833333;11,24205457;12583,82617;11,24205457;0;0,001975616;1193;25;0;0;635,5302356;7254,456543;7254,456543;5273,671513;0
Hortikultura;Rambutan;Sumatera Barat;2026;3;0,326269996;0;1876,411111;10,101348;8560,172852;10,101348;0;0,001938261;1212;28;0;0;392,1075844;8544,224609;8544,224609;8708,478979;0
Hortikultura;Rambutan;Sumatera Selatan;2026;3;0,326269996;116506,3333;1385,858889;9,746747744;53713,14844;9,746747744;-53,89679951;0,006901001;606;3;7266,111111;34239,77778;1803,06419;11574,24902;11574,24902;7993,880436;7266,111111
Hortikultura;Rambutan;Sumatera Utara;2026;3;0,326269996;20393;1717,055556;12,58910872;100957,6484;12,58910872;395,0603072;0,003941603;822;6;2500,111111;7123,333333;5108,749595;42345,84375;42345,84375;9186,369243;2500,111111
Perkebunan;Sagu;Aceh;2026;1;0,423813304;0;6138,888889;480,2222222;10989,22656;480,2222222;0;0,012982977;424;15;0;0;6442,752384;6244,106934;6244,106934;553,1492608;0
Perkebunan;Sagu;Bali;2026;1;0,423813304;0;0;0;1680,613892;0;0;0,001755158;1375;29;0;0;19893,03844;2731,273682;2731,273682;8,556187665;0
Perkebunan;Sagu;Banten;2026;1;0,423813304;12,33333333;0;0;1700,687134;0;13689,35514;0,001756692;1374;28;0,263285024;46;18832,41947;1938,029419;1938,029419;-1,622872135;0,263285024
Perkebunan;Sagu;Bengkulu;2026;1;0,423813304;2155;0;0;2048,047119;0;-4,963010713;0,001765318;1348;27;2,39059081;914;1797,106006;-244,4689026;244,4689026;-125,6525606;2,39059081
Perkebunan;Sagu;Daerah Istimewa Yogyakarta;2026;1;0,423813304;220;0;0;7956,140625;0;3516,427557;0,001863233;1265;24;1,671568627;136;54128,98011;148,3683624;148,3683624;-99,78544293;1,671568627
Perkebunan;Sagu;Daerah Khusus Ibukota Jakarta;2026;1;0,423813304;0;0;0;-4368,022949;0;0;0,0016564;1497;32;0;0;6,963333333;-4368,022949;4368,022949;0;0
Perkebunan;Sagu;Gorontalo;2026;1;0,423813304;0;0;0;1680,613892;0;0;0,001755158;1375;29;0;0;1317,234837;2048,047119;2048,047119;722,5088832;0
Perkebunan;Sagu;Jambi;2026;1;0,423813304;6320;0;0;10882,13184;0;72,18563032;0,001945521;1205;23;3,778727115;1834,444444;2528,582844;11166,49512;11166,49512;999,06448;3,778727115
Perkebunan;Sagu;Jawa Barat;2026;1;0,423813304;78248,33333;0;0;61356,34375;0;-21,58766694;0,005144174;719;18;1,004889798;76151,66667;30712,5937;48479,89063;48479,89063;90,09485404;1,004889798
Perkebunan;Sagu;Jawa Tengah;2026;1;0,423813304;241;0;0;1092692,5;0;453299,3776;0,025756182;248;9;1,601468841;8370,222222;86350,83096;115960,2109;115960,2109;377,7943499;1,601468841
Perkebunan;Sagu;Jawa Timur;2026;1;0,423813304;2068,666667;0;0;94631,32031;0;4474,507911;0,003612033;857;19;1,354384779;1541;124692,5221;93143,07813;93143,07813;-6,289976231;1,354384779
Perkebunan;Sagu;Kalimantan Barat;2026;1;0,423813304;0;2046,666667;1176,333333;10850,1123;1176,333333;0;0,030882202;205;7;0;0;2710,041578;4503,095215;4503,095215;718,7445845;0
Perkebunan;Sagu;Kalimantan Selatan;2026;1;0,423813304;0;4214;1290,888889;9718,055664;1290,888889;0;0,033817316;186;6;0;0;18800,6171;2417,879639;2417,879639;11,93887216;0
Perkebunan;Sagu;Kalimantan Tengah;2026;1;0,423813304;0;0;0;1680,613892;0;0;0,001755158;1375;29;0;0;1992,031143;2048,047119;2048,047119;955,6943913;0
Perkebunan;Sagu;Kalimantan Timur;2026;1;0,423813304;0;19,66666667;1737,666667;17616,28516;1737,666667;0;0,045030471;148;4;0;0;2424,305344;799,2678833;799,2678833;101,3269227;0
Perkebunan;Sagu;Kalimantan Utara;2026;1;0,423813304;0;0;0;-1539,765991;0;0;0,001701899;1444;31;0;0;360,7157408;-1172,333374;1172,333374;-3105,98301;0
Perkebunan;Sagu;Kepulauan Bangka Belitung;2026;1;0,423813304;0;0;0;-549,8363647;0;0;0,001718112;1427;30;0;0;1639,853411;-535,215271;535,215271;-420,4881862;0
Perkebunan;Sagu;Kepulauan Riau;2026;1;0,423813304;0;5823,888889;683,3333333;-1301,373901;683,3333333;0;0,018220264;335;12;0;0;343,857841;-3316,730713;3316,730713;-11155,76904;0
Perkebunan;Sagu;Lampung;2026;1;0,423813304;0;0;0;19825,8457;0;0;0,00207836;1142;21;0;0;2268,704074;20193,2793;20193,2793;1475,138791;0
