subsektor;komoditas;provinsi;tahun;produktivitas;luas_panen;kluster;prediksi_random_forest;prediksi_xgboost
Hortikultura;Jeruk Besar;Sulawesi Selatan;2015;2,847433116;1383;2;11451,93507;12512,78516
Hortikultura;Jeruk Besar;Sulawesi Selatan;2016;35,27782361;1260,378205;2;36357,41938;19434,81836
Hortikultura;Jeruk Besar;Sulawesi Selatan;2017;32,32403005;1301,121795;2;39282,51989;27274,54102
Hortikultura;Jeruk Besar;Sulawesi Selatan;2018;41,11485937;810,24964;2;30392,39173;26434,66602
Hortikultura;Jeruk Besar;Sulawesi Selatan;2019;18,28938078;2005,20184;2;39466,90605;32173,35742
Hortikultura;Jeruk Besar;Sulawesi Selatan;2020;23,72397226;1499,4913;2;37254,50535;30043,93945
Hortikultura;Jeruk Besar;Sulawesi Selatan;2021;34,32767104;1203,99671;2;37802,30482;25180,73047
Hortikultura;Jeruk Besar;Sulawesi Selatan;2022;26,59314173;1104,48146;2;35135,39679;26330,06445
Hortikultura;Jeruk Besar;Sulawesi Selatan;2023;16,14876837;1275,14771;2;29179,79133;23622,18359
Hortikultura;Jeruk Besar;Sulawesi Selatan;2024;25,40935639;2006,38128;2;25017,42629;29470,92578
Hortikultura;Jeruk Besar;Sulawesi Selatan;2025;22,71708883;1462,003483;2;43388,24176;39160,78516
Hortikultura;Kentang;Sulawesi Selatan;2012;129,1;1816;2;30056,16794;9590,054688
Hortikultura;Kentang;Sulawesi Selatan;2013;150,1;2018;2;40914,47771;30982,03711
Hortikultura;Kentang;Sulawesi Selatan;2014;150,54;1661;2;61683,1545;49062,01563
Hortikultura;Kentang;Sulawesi Selatan;2015;153,36;1925;2;199608,4599;165318,7344
Hortikultura;Kentang;Sulawesi Selatan;2016;166,54;2996;2;161429,9029;44858,94531
Hortikultura;Kentang;Sulawesi Selatan;2017;172,9;1841;2;38140,75288;55840,39844
Hortikultura;Kentang;Sulawesi Selatan;2018;177,27;3047;2;54487,17565;50733,57031
Hortikultura;Kentang;Sulawesi Selatan;2019;185,38;2731;2;66117,92975;85774,60156
Hortikultura;Kentang;Sulawesi Selatan;2020;195,38;2915;2;58369,63535;87436,74219
Hortikultura;Kentang;Sulawesi Selatan;2021;208,18;3414,5;2;86031,7678;90410,82813
Hortikultura;Kentang;Sulawesi Selatan;2022;181,58;5100,5;2;166774,5373;101780,8438
Hortikultura;Kentang;Sulawesi Selatan;2023;195,36;3050,55;2;86049,31113;108403,5313
Hortikultura;Kentang;Sulawesi Selatan;2024;191,55;3149,45;2;70967,4976;89366,17188
Hortikultura;Kentang;Sulawesi Selatan;2025;189,4966667;3766,833333;2;92568,23859;96327,71875
Hortikultura;Ketimun;Sulawesi Selatan;2012;37,29;1887;3;9166,439728;11440,94141
Hortikultura;Ketimun;Sulawesi Selatan;2013;46,4;1669;3;10520,14193;12345,78711
Hortikultura;Ketimun;Sulawesi Selatan;2014;47,61;1595;3;13562,37304;12694,99609
Hortikultura;Ketimun;Sulawesi Selatan;2015;54,05;1430;3;55064,84592;32639,38672
Hortikultura;Ketimun;Sulawesi Selatan;2016;70,45;1257;3;12466,98124;39143,34375
Hortikultura;Ketimun;Sulawesi Selatan;2017;70,92;930;3;8116,062852;17496,48633
Hortikultura;Ketimun;Sulawesi Selatan;2018;85,82;889;3;9142,010273;17496,48633
Hortikultura;Ketimun;Sulawesi Selatan;2019;95,79;885;1;9224,01372;7510,343262
Hortikultura;Ketimun;Sulawesi Selatan;2020;95,34;904,9;1;9082,217097;7069,253906
Hortikultura;Ketimun;Sulawesi Selatan;2021;93,51;898,75;1;8528,214967;8165,553223
Hortikultura;Ketimun;Sulawesi Selatan;2022;99,14;923,01;1;8834,522347;8165,553223
Hortikultura;Ketimun;Sulawesi Selatan;2023;100,34;868,74;1;8609,15318;7955,46875
Hortikultura;Ketimun;Sulawesi Selatan;2024;71,69;833,96;1;8383,297023;7955,46875
Hortikultura;Ketimun;Sulawesi Selatan;2025;90,39;875,2366667;1;7344,571246;7158,894043
Hortikultura;Kubis;Sulawesi Selatan;2012;262,93;2110;4;90003,16528;75013,09375
Hortikultura;Kubis;Sulawesi Selatan;2013;268,5;2370;4;91168,44876;82160,55469
Hortikultura;Kubis;Sulawesi Selatan;2014;258,12;1847;4;65023,27418;69080,55469
Hortikultura;Kubis;Sulawesi Selatan;2015;175,21;2261;4;304723,4069;341871,125
Hortikultura;Kubis;Sulawesi Selatan;2016;213,72;2710;4;96501,12491;92528,3125
Hortikultura;Kubis;Sulawesi Selatan;2017;256,02;2283;4;62851,521;67348,89063
Hortikultura;Kubis;Sulawesi Selatan;2018;207,42;3207;4;72325,59165;66027,9375
Hortikultura;Kubis;Sulawesi Selatan;2019;179,8;2806;4;61051,63935;53829,08984
Hortikultura;Kubis;Sulawesi Selatan;2020;225,36;2491;4;62680,65229;58359,41406
Hortikultura;Kubis;Sulawesi Selatan;2021;195,01;3070;4;65484,0738;59027,65234
Hortikultura;Kubis;Sulawesi Selatan;2022;127,98;5354;4;94998,57754;295406,4375
Hortikultura;Kubis;Sulawesi Selatan;2023;111,55;4577,3;4;84067,45029;74543,89844
Hortikultura;Kubis;Sulawesi Selatan;2024;169,53;4088,4;4;93208,0922;41126,81641
Hortikultura;Kubis;Sulawesi Selatan;2025;136,3533333;4673,233333;4;88980,85538;93310,38281
Hortikultura;Nanas;Sulawesi Selatan;2012;188,75;12;1;2136,263363;5089,210938
Hortikultura;Nanas;Sulawesi Selatan;2013;200,8;10;1;2305,824733;5232,019043
Hortikultura;Nanas;Sulawesi Selatan;2014;181,375;8;1;1969,9602;2596,678711
Hortikultura;Nanas;Sulawesi Selatan;2015;21;6;1;417,8502267;-2029,708862
Hortikultura;Nanas;Sulawesi Selatan;2016;190,8753994;7,825;1;1666,915677;8617,697266
Hortikultura;Nanas;Sulawesi Selatan;2017;159,2985054;8,53492;1;1465,775527;838,3248291
Hortikultura;Nanas;Sulawesi Selatan;2018;115,6480538;13,18656;1;1423,42171;-90,7483139
Hortikultura;Nanas;Sulawesi Selatan;2019;152,9927979;18,9388;1;2500,42919;941,8321533
Hortikultura;Nanas;Sulawesi Selatan;2020;115,6250479;18,25748;4;2539,123023;1588,357544
Hortikultura;Nanas;Sulawesi Selatan;2021;110,0832454;19,37164;4;2314,566487;1679,934692
Hortikultura;Nanas;Sulawesi Selatan;2022;70,62207198;34,48572;4;2601,006173;1903,590454
Hortikultura;Nanas;Sulawesi Selatan;2023;120,6139037;53,68692;4;3713,593833;2767,256592
Hortikultura;Nanas;Sulawesi Selatan;2024;94,18759509;36,808;4;5610,742413;4425,734863
Hortikultura;Nanas;Sulawesi Selatan;2025;95,14119026;41,66021333;4;4499,057979;3688,677246
Hortikultura;Nangka;Sulawesi Selatan;2012;14,12151067;2436;4;35611,64926;35257,39844
Hortikultura;Nangka;Sulawesi Selatan;2013;0;0;4;28744,42201;24536,63477
Hortikultura;Nangka;Sulawesi Selatan;2014;14,11361257;1910;4;30030,91481;31368,19141
Hortikultura;Nangka;Sulawesi Selatan;2015;1,807973049;1781;4;5739,307269;16737,18945
Hortikultura;Nangka;Sulawesi Selatan;2016;18,2136172;1843,11;4;30363,07915;15892,92383
Hortikultura;Nangka;Sulawesi Selatan;2017;15,67095188;1561,96;1;26205,30066;22337,21289
Hortikultura;Nangka;Sulawesi Selatan;2018;9,443950013;2696,7;1;26397,78818;23079,70313
Hortikultura;Nangka;Sulawesi Selatan;2019;10,64042433;2362,34;1;27023,80437;30643,31055
Hortikultura;Nangka;Sulawesi Selatan;2020;8,731081161;2697,84;1;24811,51621;30448,71094
Hortikultura;Nangka;Sulawesi Selatan;2021;9,820702013;2698,24;1;27477,81008;30623,35742
Hortikultura;Nangka;Sulawesi Selatan;2022;8,848086897;2473,73;1;26647,18701;30390,62305
Hortikultura;Nangka;Sulawesi Selatan;2023;8,229302372;2326,74;1;23884,14453;28729,27539
Hortikultura;Nangka;Sulawesi Selatan;2024;8,092915221;2346,58;1;20583,65829;22639,17578
Hortikultura;Nangka;Sulawesi Selatan;2025;8,390101497;2382,35;1;21923,84557;21767,52539
Hortikultura;Pepaya;Sulawesi Selatan;2012;112,7771883;377;2;39574,29548;32465,41992
Hortikultura;Pepaya;Sulawesi Selatan;2013;111,5927273;275;2;32696,01038;32948,75781
Hortikultura;Pepaya;Sulawesi Selatan;2014;144,962963;297;2;39577,16164;31374,83203
Hortikultura;Pepaya;Sulawesi Selatan;2015;12,61127596;337;2;13826,46196;18664,05859
Hortikultura;Pepaya;Sulawesi Selatan;2016;151,8171519;337,176;2;40703,78604;19890,2832
Hortikultura;Pepaya;Sulawesi Selatan;2017;112,1887531;349,642;1;36229,6523;33150,67578
Hortikultura;Pepaya;Sulawesi Selatan;2018;81,20149691;463,888;2;36519,78497;25382,99219
Hortikultura;Pepaya;Sulawesi Selatan;2019;74,59785563;494,785;1;37557,35615;28994,29102
Hortikultura;Pepaya;Sulawesi Selatan;2020;67,60282807;370,288;1;29720,13647;25532,54688
Hortikultura;Pepaya;Sulawesi Selatan;2021;74,82542957;341,736;1;27068,52984;25127,375
Hortikultura;Pepaya;Sulawesi Selatan;2022;85,79945021;344,129;1;32124,3148;24289,23438
Hortikultura;Pepaya;Sulawesi Selatan;2023;85,46968207;330,481;1;30380,89355;24289,23438
Hortikultura;Pepaya;Sulawesi Selatan;2024;115,1552245;330,27;1;31538,55666;24831,16992
Hortikultura;Pepaya;Sulawesi Selatan;2025;95,4747856;334,96;1;33450,46293;25814,45898
Hortikultura;Rambutan;Sulawesi Selatan;2012;9,912703729;4479;4;40297,42728;41207,67578
Hortikultura;Rambutan;Sulawesi Selatan;2013;8,75245846;5898;4;49941,80192;45746,25781
Hortikultura;Rambutan;Sulawesi Selatan;2014;10,91269374;5097;4;54898,17634;56584,35156
Hortikultura;Rambutan;Sulawesi Selatan;2015;0,838486894;6371;4;24050,73428;22881,73633
Hortikultura;Rambutan;Sulawesi Selatan;2016;7,789361586;4958,07;4;41916,67041;40428,08984
Hortikultura;Rambutan;Sulawesi Selatan;2017;13,34255724;1398,54;1;21744,46277;27223,71289
Hortikultura;Rambutan;Sulawesi Selatan;2018;7,756364902;5286,02;1;36304,20783;36068,47656
Hortikultura;Rambutan;Sulawesi Selatan;2019;6,720404409;5669,51;1;38554,82929;39645,54297
Hortikultura;Rambutan;Sulawesi Selatan;2020;7,168486243;5659,56;1;40598,48009;38436,86719
Hortikultura;Rambutan;Sulawesi Selatan;2021;6,705017919;4249,57;1;31498,09538;40075,48438
Hortikultura;Rambutan;Sulawesi Selatan;2022;6,703319526;5880,96;1;32281,57891;43407,72656
Hortikultura;Rambutan;Sulawesi Selatan;2023;5,963149728;6444,81;1;38754,0888;39648,45703
Hortikultura;Rambutan;Sulawesi Selatan;2024;7,733075895;7612,19;1;41257,8453;49625,98828
Hortikultura;Rambutan;Sulawesi Selatan;2025;6,799848383;6645,986667;1;64545,28478;62884,98828
Hortikultura;Salak;Sulawesi Selatan;2012;70,6875;192;1;13077,89731;11840,61035
Hortikultura;Salak;Sulawesi Selatan;2013;65,25414365;181;1;12172,82883;11668,43652
Hortikultura;Salak;Sulawesi Selatan;2014;58,74683544;158;1;9870,780707;12817,10156
Hortikultura;Salak;Sulawesi Selatan;2015;5,01025641;195;1;1313,661083;6747,568359
Hortikultura;Salak;Sulawesi Selatan;2016;52,83075443;143,407;1;7841,988147;4457,950684
Hortikultura;Salak;Sulawesi Selatan;2017;50,07861304;166,003;1;10689,32364;5930,966797
Hortikultura;Salak;Sulawesi Selatan;2018;49,29242663;247,5715;1;10863,92677;6039,935547
Hortikultura;Salak;Sulawesi Selatan;2019;26,95942073;237,264;1;8480,86058;10795,33789
Hortikultura;Salak;Sulawesi Selatan;2020;39,84102243;302,181;3;10803,88173;7035,921387
Hortikultura;Salak;Sulawesi Selatan;2021;38,10763261;284,8765;3;11711,75422;11142,84863
Hortikultura;Salak;Sulawesi Selatan;2022;44,24044208;270,8095;3;10917,78635;8461,572266
Hortikultura;Salak;Sulawesi Selatan;2023;32,90559177;286,8235;3;11966,36066;10726,04199
Hortikultura;Salak;Sulawesi Selatan;2024;71,74882329;310,399;3;11024,06337;8147,19873
Hortikultura;Salak;Sulawesi Selatan;2025;49,63161905;310,399;3;14193,14472;7999,897461
Hortikultura;Semangka;Sulawesi Selatan;2012;69,73;1112;3;8432,34988;9580,363281
Hortikultura;Semangka;Sulawesi Selatan;2013;40,9;1295;3;13407,56114;9747,325195
Hortikultura;Semangka;Sulawesi Selatan;2014;138,23;1426;3;17394,34906;18494,59375
Hortikultura;Semangka;Sulawesi Selatan;2015;128,74;1545;3;146597,9303;69463,88281
Hortikultura;Semangka;Sulawesi Selatan;2016;57,18;2318;3;49256,54516;51490,58984
Hortikultura;Semangka;Sulawesi Selatan;2017;71,99;995;3;11573,44033;35948,34375
Hortikultura;Semangka;Sulawesi Selatan;2018;67,2;1106;3;11677,9636;34813,31641
Hortikultura;Semangka;Sulawesi Selatan;2019;133,19;1444;1;23499,57659;19251,5625
Hortikultura;Semangka;Sulawesi Selatan;2020;112,14;1147,82;1;33570,19113;19393,32031
Hortikultura;Semangka;Sulawesi Selatan;2021;94,54;670,05;1;12819,18051;17725,37305
Hortikultura;Semangka;Sulawesi Selatan;2022;66,23;943,15;1;11237,01219;10987,95117
Hortikultura;Semangka;Sulawesi Selatan;2023;70,32;1206,71;1;11650,96753;7752,373047
Hortikultura;Semangka;Sulawesi Selatan;2024;130,32;1697,23;1;29118,96748;20095,58398
Hortikultura;Semangka;Sulawesi Selatan;2025;88,95666667;1282,363333;1;53558,474;19780,01172
Hortikultura;Tomat;Sulawesi Selatan;2012;102,07;4561;4;50633,21842;60340,17578
Hortikultura;Tomat;Sulawesi Selatan;2013;119,5;4286;4;56022,70573;65779,69531
Hortikultura;Tomat;Sulawesi Selatan;2014;132,84;3947;4;88144,06601;74611,125
Hortikultura;Tomat;Sulawesi Selatan;2015;140,2;3017;4;328259,3918;259671,0156
Hortikultura;Tomat;Sulawesi Selatan;2016;146,57;3370;4;53639,13333;58050,32031
Hortikultura;Tomat;Sulawesi Selatan;2017;182,71;3553;4;67464,03312;68910,67188
Hortikultura;Tomat;Sulawesi Selatan;2018;191,95;3510;4;68501,08139;56678,60156
Hortikultura;Tomat;Sulawesi Selatan;2019;195,83;2988;4;80741,65369;58610,36328
Hortikultura;Tomat;Sulawesi Selatan;2020;173,43;3484,6;4;96090,13093;65149,05078
Hortikultura;Tomat;Sulawesi Selatan;2021;174,79;3625,72;4;80367,40112;56902,01563
Hortikultura;Tomat;Sulawesi Selatan;2022;142,59;4622,97;4;91282,79957;63558,79297
Hortikultura;Tomat;Sulawesi Selatan;2023;145,04;4467,91;4;122509,4426;75077,92188
Hortikultura;Tomat;Sulawesi Selatan;2024;201,01;4898,51;4;102257,6757;80582,80469
Hortikultura;Tomat;Sulawesi Selatan;2025;162,88;4663,13;4;95713,77469;95093,1875
Hortikultura;Alpukat;Sulawesi Selatan;2012;105,07;1733;4;15992,08737;13285,09082
Hortikultura;Alpukat;Sulawesi Selatan;2013;1,18;157836;4;22437,02844;45529,28516
Hortikultura;Alpukat;Sulawesi Selatan;2014;84,91;1493;4;15211,77935;-6196,367188
Hortikultura;Alpukat;Sulawesi Selatan;2015;135,59;1460;4;19493,49109;48703,57031
Hortikultura;Alpukat;Sulawesi Selatan;2016;94,49;574;4;8141,457482;15651,54102
Hortikultura;Alpukat;Sulawesi Selatan;2017;129,88;333;4;5451,247611;6032,515625
Hortikultura;Alpukat;Sulawesi Selatan;2018;113,77;639,13;4;7110,141061;5050,863281
Hortikultura;Alpukat;Sulawesi Selatan;2019;80,87;637,98;4;5856,797353;4404,33252
Hortikultura;Alpukat;Sulawesi Selatan;2020;95,13;714,27;1;6680,499396;4101,919434
Hortikultura;Alpukat;Sulawesi Selatan;2021;115,68;775,63;1;8816,372463;5939,572266
Hortikultura;Alpukat;Sulawesi Selatan;2022;120,71;682,06;1;9918,209603;6232,352539
Hortikultura;Alpukat;Sulawesi Selatan;2023;104,33;683,57;1;9289,638953;7024,543457
Hortikultura;Alpukat;Sulawesi Selatan;2024;104,67;760,6;1;8152,91954;6424,855469
Hortikultura;Alpukat;Sulawesi Selatan;2025;81,52;104,0966667;1;1465,802563;417,629425
Hortikultura;Mangga;Sulawesi Selatan;2012;11,43562278;13817;2;145910,2647;119017,3125
Hortikultura;Mangga;Sulawesi Selatan;2013;9,138009748;16209;2;139897,9421;135680,4844
Hortikultura;Mangga;Sulawesi Selatan;2014;10,16960975;15913;2;156492,2145;160041,5938
Hortikultura;Mangga;Sulawesi Selatan;2015;1,193239666;9822;2;72077,61987;97062,55469
Hortikultura;Mangga;Sulawesi Selatan;2016;9,965881568;8637,56;2;104518,606;92863,02344
Hortikultura;Mangga;Sulawesi Selatan;2017;10,68174262;9083,34;2;94065,5052;95782,82031
Hortikultura;Mangga;Sulawesi Selatan;2018;8,31596604;14546,5;2;113365,1134;91826,125
Hortikultura;Mangga;Sulawesi Selatan;2019;8,845954858;14631,75;2;126986,7339;117083,75
Hortikultura;Mangga;Sulawesi Selatan;2020;7,949627619;14518,73;1;122987,3714;120825,0313
Hortikultura;Mangga;Sulawesi Selatan;2021;9,246551492;12564,13;1;118715,7394;118756,1016
Hortikultura;Mangga;Sulawesi Selatan;2022;8,087151753;12871,25;1;119294,8318;117628,625
Hortikultura;Mangga;Sulawesi Selatan;2023;8,217465264;13139,28;1;125364,9712;107700,2578
Hortikultura;Mangga;Sulawesi Selatan;2024;8,603807488;12483,56;1;122105,217;109928,9297
Hortikultura;Mangga;Sulawesi Selatan;2025;8,302808168;12831,36333;1;130225,4735;111039,5156
Hortikultura;Manggis;Sulawesi Selatan;2012;4,723628692;474;3;2342,174338;1148,131104
Hortikultura;Manggis;Sulawesi Selatan;2013;7,867088608;948;3;5882,470287;1702,011475
Hortikultura;Manggis;Sulawesi Selatan;2014;6,263888889;864;3;6198,693949;3840,90332
Hortikultura;Manggis;Sulawesi Selatan;2015;0,399245283;1325;3;2005,955857;3177,397217
Hortikultura;Manggis;Sulawesi Selatan;2016;2,592682515;947,32;3;3551,051528;1921,165527
Hortikultura;Manggis;Sulawesi Selatan;2017;4,832708062;130,61;3;1204,446013;2248,465332
Hortikultura;Manggis;Sulawesi Selatan;2018;4,298021872;913,49;3;3151,612389;1076,918213
Hortikultura;Manggis;Sulawesi Selatan;2019;4,857247438;901,56;1;4623,054485;3264,119873
Hortikultura;Manggis;Sulawesi Selatan;2020;2,844280235;1100,22;1;3603,811928;2314,353271
Hortikultura;Manggis;Sulawesi Selatan;2021;3,19643848;1041,69;1;4069,048411;2678,167969
Hortikultura;Manggis;Sulawesi Selatan;2022;2,668921555;1148,32;1;3704,230642;2795,637451
Hortikultura;Manggis;Sulawesi Selatan;2023;4,027889922;1184,98;1;4463,804829;2583,327637
Hortikultura;Manggis;Sulawesi Selatan;2024;2,671248952;1491,25;1;6452,542775;4216,5625
Hortikultura;Manggis;Sulawesi Selatan;2025;3,12268681;1274,85;1;4754,82044;2893,169189
Hortikultura;Durian;Sulawesi Selatan;2012;9,258541313;4127;1;40732,84433;46112,32813
Hortikultura;Durian;Sulawesi Selatan;2013;9,776655676;5358,99;1;48266,03288;47125,98047
Hortikultura;Durian;Sulawesi Selatan;2014;9,75280236;5085;1;51574,81691;56476,28516
Hortikultura;Durian;Sulawesi Selatan;2015;10,30440141;5680;1;55137,68868;78915,03906
Hortikultura;Durian;Sulawesi Selatan;2016;9,221935292;4027,3;1;45211,30901;47361,10938
Hortikultura;Durian;Sulawesi Selatan;2017;10,13575628;1683,9;1;24163,49166;30010,77344
Hortikultura;Durian;Sulawesi Selatan;2018;8,106483022;4417,23;1;33794,65191;39944,65625
Hortikultura;Durian;Sulawesi Selatan;2019;6,197375697;7378,72;1;42615,52899;41260,73828
Hortikultura;Durian;Sulawesi Selatan;2020;10,57728548;6987,6;4;65010,40505;50054,08203
Hortikultura;Durian;Sulawesi Selatan;2021;6,149170487;5540,6;4;47428,15668;49344,54688
Hortikultura;Durian;Sulawesi Selatan;2022;10,77137895;5547,98;4;40607,75311;43016,37891
Hortikultura;Durian;Sulawesi Selatan;2023;13,9529226;6376,35;4;64737,19379;58593,98438
Hortikultura;Durian;Sulawesi Selatan;2024;15,23178649;7110,19;4;78388,53706;80305,39063
Hortikultura;Durian;Sulawesi Selatan;2025;13,32;6344,84;4;114705,6614;82780,98438
Hortikultura;Wortel;Sulawesi Selatan;2012;148,17;1229;3;22765,74701;17137,52539
Hortikultura;Wortel;Sulawesi Selatan;2013;146,7;1732;3;36912,96747;34292,19922
Hortikultura;Wortel;Sulawesi Selatan;2014;144,16;1521;3;38169,66828;35594,13281
Hortikultura;Wortel;Sulawesi Selatan;2015;124,58;2043;3;170623,4896;118101,1484
Hortikultura;Wortel;Sulawesi Selatan;2016;112,77;2107;3;31117,1127;72230,14844
Hortikultura;Wortel;Sulawesi Selatan;2017;158,56;1501;3;25252,38809;53385,30859
Hortikultura;Wortel;Sulawesi Selatan;2018;134,36;2774;3;38951,5509;52194,51563
Hortikultura;Wortel;Sulawesi Selatan;2019;147,73;2357;3;41476,4051;44674,65234
Hortikultura;Wortel;Sulawesi Selatan;2020;139,14;2586;3;47126,47147;44746,91797
Hortikultura;Wortel;Sulawesi Selatan;2021;140,68;3142,5;3;54581,35692;50990,22656
Hortikultura;Wortel;Sulawesi Selatan;2022;117,1;5990,8;2;317097,0406;87337,84375
Hortikultura;Wortel;Sulawesi Selatan;2023;130,74;2752,45;2;101244,09;50350,14844
Hortikultura;Wortel;Sulawesi Selatan;2024;124,27;2777,2;3;59597,13602;43708,06641
Hortikultura;Wortel;Sulawesi Selatan;2025;124,0366667;3840,15;3;58130,26218;48280,43359
Perkebunan;Tembakau;Kalimantan Selatan;2012;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Selatan;2013;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Selatan;2014;0;0;4;0;-1285,854126
Perkebunan;Tembakau;Kalimantan Selatan;2015;0;0;4;0;-1337,237305
Perkebunan;Tembakau;Kalimantan Selatan;2016;0;0;4;0;-416,453064
Perkebunan;Tembakau;Kalimantan Selatan;2017;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2018;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2019;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2020;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2021;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2022;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2023;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2024;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Selatan;2025;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2012;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Tengah;2013;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Tengah;2014;0;0;4;0;-1285,854126
Perkebunan;Tembakau;Kalimantan Tengah;2015;0;0;4;0;-1337,237305
Perkebunan;Tembakau;Kalimantan Tengah;2016;0;0;4;0;-416,453064
Perkebunan;Tembakau;Kalimantan Tengah;2017;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2018;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2019;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2020;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2021;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2022;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2023;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2024;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Tengah;2025;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2012;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Timur;2013;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Timur;2014;0;0;4;0;-1285,854126
Perkebunan;Tembakau;Kalimantan Timur;2015;0;0;4;0;-1337,237305
Perkebunan;Tembakau;Kalimantan Timur;2016;0;0;4;0;-416,453064
Perkebunan;Tembakau;Kalimantan Timur;2017;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2018;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2019;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2020;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2021;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2022;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2023;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2024;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Timur;2025;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2012;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Utara;2013;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kalimantan Utara;2014;0;0;4;0;-1285,854126
Perkebunan;Tembakau;Kalimantan Utara;2015;0;0;4;0;-1337,237305
Perkebunan;Tembakau;Kalimantan Utara;2016;0;0;4;0;-416,453064
Perkebunan;Tembakau;Kalimantan Utara;2017;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2018;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2019;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2020;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2021;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2022;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2023;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2024;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kalimantan Utara;2025;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2012;0;0;4;0,026666667;-1072,715698
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2013;0;0;4;0;-1072,715698
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2014;0;0;4;0;-1285,854126
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2015;0;0;4;0;-1337,237305
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2016;0;0;4;0;-416,453064
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2017;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2018;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2019;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2020;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2021;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2022;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2023;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2024;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Bangka Belitung;2025;0;0;4;0;-490,3218079
Perkebunan;Tembakau;Kepulauan Riau;2012;0;0;4;0;-1072,715698
